label,level,F,G,H,allocation_vector,utilities_vector,log_utilities_vector,pruned,prune_reason
S122,7,27.886,26.9919,0.8941,"[4, None, 2, None, 0, 1, None, 3, 3, 0]","[460, 125, 103, 279, 311]","[6.1334, 4.8363, 4.6444, 5.6348, 5.743]",False,
S123,7,28.076,27.2715,0.8044,"[4, None, 2, None, 0, 1, None, 3, 3, 1]","[389, 196, 103, 279, 311]","[5.9661, 5.2832, 4.6444, 5.6348, 5.743]",False,
N47,7,28.2347,27.5273,0.7074,"[4, None, 2, None, 0, 1, None, 3, 3, 2]","[389, 125, 209, 279, 311]","[5.9661, 4.8363, 5.3471, 5.6348, 5.743]",False,
S138,8,28.0938,27.5919,0.5019,"[4, None, 2, None, 0, 1, 0, 3, 3, 2]","[415, 125, 209, 279, 311]","[6.0307, 4.8363, 5.3471, 5.6348, 5.743]",False,
N67,8,28.1972,27.7662,0.4309,"[4, None, 2, None, 0, 1, 1, 3, 3, 2]","[389, 159, 209, 279, 311]","[5.9661, 5.0752, 5.3471, 5.6348, 5.743]",False,
S221,9,27.9877,27.7965,0.1912,"[4, 0, 2, None, 0, 1, 1, 3, 3, 2]","[401, 159, 209, 279, 311]","[5.9965, 5.0752, 5.3471, 5.6348, 5.743]",False,
S222,9,28.1581,27.9894,0.1687,"[4, 1, 2, None, 0, 1, 1, 3, 3, 2]","[389, 199, 209, 279, 311]","[5.9661, 5.2983, 5.3471, 5.6348, 5.743]",False,
S223,9,28.1128,27.9325,0.1803,"[4, 2, 2, None, 0, 1, 1, 3, 3, 2]","[389, 159, 247, 279, 311]","[5.9661, 5.0752, 5.5134, 5.6348, 5.743]",False,
S224,9,28.0264,27.8352,0.1912,"[4, 3, 2, None, 0, 1, 1, 3, 3, 2]","[389, 159, 209, 299, 311]","[5.9661, 5.0752, 5.3471, 5.7038, 5.743]",False,
S225,9,28.1033,27.9121,0.1912,"[4, 4, 2, None, 0, 1, 1, 3, 3, 2]","[389, 159, 209, 279, 360]","[5.9661, 5.0752, 5.3471, 5.6348, 5.8889]",False,
S139,8,28.1456,27.6567,0.489,"[4, None, 2, None, 0, 1, 2, 3, 3, 2]","[389, 125, 238, 279, 311]","[5.9661, 4.8363, 5.4765, 5.6348, 5.743]",False,
N88,8,28.1721,27.6702,0.5019,"[4, None, 2, None, 0, 1, 3, 3, 3, 2]","[389, 125, 209, 322, 311]","[5.9661, 4.8363, 5.3471, 5.7777, 5.743]",False,
S308,9,27.9212,27.7005,0.2208,"[4, 0, 2, None, 0, 1, 3, 3, 3, 2]","[401, 125, 209, 322, 311]","[5.9965, 4.8363, 5.3471, 5.7777, 5.743]",False,
S309,9,28.1331,27.9459,0.1872,"[4, 1, 2, None, 0, 1, 3, 3, 3, 2]","[389, 165, 209, 322, 311]","[5.9661, 5.112, 5.3471, 5.7777, 5.743]",False,
S310,9,28.0464,27.8365,0.2098,"[4, 2, 2, None, 0, 1, 3, 3, 3, 2]","[389, 125, 247, 322, 311]","[5.9661, 4.8363, 5.5134, 5.7777, 5.743]",False,
S311,9,27.951,27.7303,0.2208,"[4, 3, 2, None, 0, 1, 3, 3, 3, 2]","[389, 125, 209, 342, 311]","[5.9661, 4.8363, 5.3471, 5.8377, 5.743]",False,
S312,9,28.0368,27.8161,0.2208,"[4, 4, 2, None, 0, 1, 3, 3, 3, 2]","[389, 125, 209, 322, 360]","[5.9661, 4.8363, 5.3471, 5.7777, 5.8889]",False,
S140,8,28.1499,27.648,0.5019,"[4, None, 2, None, 0, 1, 4, 3, 3, 2]","[389, 125, 209, 279, 351]","[5.9661, 4.8363, 5.3471, 5.6348, 5.8636]",False,
S124,7,27.8647,26.9706,0.8941,"[4, None, 2, None, 0, 1, None, 3, 3, 3]","[389, 125, 103, 323, 311]","[5.9661, 4.8363, 4.6444, 5.7807, 5.743]",False,
S125,7,27.8783,26.9842,0.8941,"[4, None, 2, None, 0, 1, None, 3, 3, 4]","[389, 125, 103, 279, 365]","[5.9661, 4.8363, 4.6444, 5.6348, 5.9026]",False,
S109,6,28.0548,26.6087,1.4462,"[4, None, 2, None, 0, 1, None, 4, 3, None]","[389, 125, 103, 167, 418]","[5.9661, 4.8363, 4.6444, 5.124, 6.0379]",False,
S104,5,28.1665,22.0709,6.0956,"[4, None, 3, None, 0, 1, None, None, 3, None]","[389, 125, 0, 250, 311]","[5.9661, 4.8363, 0.0, 5.5255, 5.743]",False,
S105,5,27.9863,21.8533,6.133,"[4, None, 4, None, 0, 1, None, None, 3, None]","[389, 125, 0, 167, 374]","[5.9661, 4.8363, 0.0, 5.124, 5.9269]",False,
S101,4,27.8351,16.8937,10.9414,"[4, None, None, None, 0, 1, None, None, 4, None]","[389, 125, 0, 0, 441]","[5.9661, 4.8363, 0.0, 0.0, 6.0913]",False,
N4,3,28.4784,16.9295,11.5489,"[4, None, None, None, 0, 2, None, None, None, None]","[389, 0, 184, 0, 311]","[5.9661, 0.0, 5.2204, 0.0, 5.743]",False,
S7,4,28.1227,17.2733,10.8494,"[4, None, None, None, 0, 2, None, None, 0, None]","[549, 0, 184, 0, 311]","[6.3099, 0.0, 5.2204, 0.0, 5.743]",False,
N12,4,28.3486,21.8273,6.5212,"[4, None, None, None, 0, 2, None, None, 1, None]","[389, 133, 184, 0, 311]","[5.9661, 4.8978, 5.2204, 0.0, 5.743]",False,
S22,5,28.1454,22.0556,6.0898,"[4, None, 0, None, 0, 2, None, None, 1, None]","[489, 133, 184, 0, 311]","[6.1944, 4.8978, 5.2204, 0.0, 5.743]",False,
S23,5,28.1302,22.139,5.9912,"[4, None, 1, None, 0, 2, None, None, 1, None]","[389, 182, 184, 0, 311]","[5.9661, 5.2095, 5.2204, 0.0, 5.743]",False,
N14,5,28.3376,22.27,6.0676,"[4, None, 2, None, 0, 2, None, None, 1, None]","[389, 133, 287, 0, 311]","[5.9661, 4.8978, 5.663, 0.0, 5.743]",False,
S27,6,27.9033,22.4153,5.4881,"[4, None, 2, None, 0, 2, None, 0, 1, None]","[450, 133, 287, 0, 311]","[6.1115, 4.8978, 5.663, 0.0, 5.743]",False,
S28,6,27.9659,22.5979,5.3681,"[4, None, 2, None, 0, 2, None, 1, 1, None]","[389, 185, 287, 0, 311]","[5.9661, 5.2257, 5.663, 0.0, 5.743]",False,
P3,6,27.8911,22.403,5.4881,"[4, None, 2, None, 0, 2, None, 2, 1, None]","[389, 133, 328, 0, 311]","[5.9661, 4.8978, 5.7961, 0.0, 5.743]",True,אי-היתכנות EF1
N15,6,28.3376,26.9973,1.3402,"[4, None, 2, None, 0, 2, None, 3, 1, None]","[389, 133, 287, 112, 311]","[5.9661, 4.8978, 5.663, 4.7274, 5.743]",False,
S30,7,28.0069,27.1646,0.8423,"[4, None, 2, None, 0, 2, None, 3, 1, 0]","[460, 133, 287, 112, 311]","[6.1334, 4.8978, 5.663, 4.7274, 5.743]",False,
N76,7,28.184,27.4225,0.7615,"[4, None, 2, None, 0, 2, None, 3, 1, 1]","[389, 204, 287, 112, 311]","[5.9661, 5.323, 5.663, 4.7274, 5.743]",False,
S261,8,28.0219,27.487,0.5348,"[4, None, 2, None, 0, 2, 0, 3, 1, 1]","[415, 204, 287, 112, 311]","[6.0307, 5.323, 5.663, 4.7274, 5.743]",False,
S262,8,28.093,27.576,0.517,"[4, None, 2, None, 0, 2, 1, 3, 1, 1]","[389, 238, 287, 112, 311]","[5.9661, 5.4765, 5.663, 4.7274, 5.743]",False,
S263,8,28.0533,27.5184,0.5348,"[4, None, 2, None, 0, 2, 2, 3, 1, 1]","[389, 204, 316, 112, 311]","[5.9661, 5.323, 5.7589, 4.7274, 5.743]",False,
N77,8,28.184,27.745,0.439,"[4, None, 2, None, 0, 2, 3, 3, 1, 1]","[389, 204, 287, 155, 311]","[5.9661, 5.323, 5.663, 5.0499, 5.743]",False,
S265,9,27.9829,27.7753,0.2076,"[4, 0, 2, None, 0, 2, 3, 3, 1, 1]","[401, 204, 287, 155, 311]","[5.9965, 5.323, 5.663, 5.0499, 5.743]",False,
S266,9,28.1309,27.9232,0.2076,"[4, 1, 2, None, 0, 2, 3, 3, 1, 1]","[389, 244, 287, 155, 311]","[5.9661, 5.5013, 5.663, 5.0499, 5.743]",False,
S267,9,28.0766,27.8689,0.2076,"[4, 2, 2, None, 0, 2, 3, 3, 1, 1]","[389, 204, 325, 155, 311]","[5.9661, 5.323, 5.7869, 5.0499, 5.743]",False,
S268,9,28.052,27.8656,0.1864,"[4, 3, 2, None, 0, 2, 3, 3, 1, 1]","[389, 204, 287, 175, 311]","[5.9661, 5.323, 5.663, 5.1705, 5.743]",False,
S269,9,28.0985,27.8909,0.2076,"[4, 4, 2, None, 0, 2, 3, 3, 1, 1]","[389, 204, 287, 155, 360]","[5.9661, 5.323, 5.663, 5.0499, 5.8889]",False,
S264,8,28.078,27.5431,0.5348,"[4, None, 2, None, 0, 2, 4, 3, 1, 1]","[389, 204, 287, 112, 351]","[5.9661, 5.323, 5.663, 4.7274, 5.8636]",False,
S31,7,28.1531,27.3107,0.8423,"[4, None, 2, None, 0, 2, None, 3, 1, 2]","[389, 133, 393, 112, 311]","[5.9661, 4.8978, 5.9764, 4.7274, 5.743]",False,
S32,7,28.0616,27.3262,0.7354,"[4, None, 2, None, 0, 2, None, 3, 1, 3]","[389, 133, 287, 156, 311]","[5.9661, 4.8978, 5.663, 5.0562, 5.743]",False,
S33,7,27.9993,27.157,0.8423,"[4, None, 2, None, 0, 2, None, 3, 1, 4]","[389, 133, 287, 112, 365]","[5.9661, 4.8978, 5.663, 4.7274, 5.9026]",False,
S29,6,28.0529,22.5648,5.4881,"[4, None, 2, None, 0, 2, None, 4, 1, None]","[389, 133, 287, 0, 418]","[5.9661, 4.8978, 5.663, 0.0, 6.0379]",False,
N31,5,28.2695,26.2582,2.0114,"[4, None, 3, None, 0, 2, None, None, 1, None]","[389, 133, 184, 83, 311]","[5.9661, 4.8978, 5.2204, 4.4308, 5.743]",False,
S82,6,27.9289,26.4035,1.5255,"[4, None, 3, None, 0, 2, None, 0, 1, None]","[450, 133, 184, 83, 311]","[6.1115, 4.8978, 5.2204, 4.4308, 5.743]",False,
S83,6,28.0189,26.5861,1.4329,"[4, None, 3, None, 0, 2, None, 1, 1, None]","[389, 185, 184, 83, 311]","[5.9661, 5.2257, 5.2204, 4.4308, 5.743]",False,
S84,6,27.9708,26.4583,1.5124,"[4, None, 3, None, 0, 2, None, 2, 1, None]","[389, 133, 225, 83, 311]","[5.9661, 4.8978, 5.4205, 4.4308, 5.743]",False,
N32,6,28.2695,27.1055,1.1641,"[4, None, 3, None, 0, 2, None, 3, 1, None]","[389, 133, 184, 195, 311]","[5.9661, 4.8978, 5.2204, 5.2781, 5.743]",False,
S86,7,27.979,27.2727,0.7063,"[4, None, 3, None, 0, 2, None, 3, 1, 0]","[460, 133, 184, 195, 311]","[6.1334, 4.8978, 5.2204, 5.2781, 5.743]",False,
S87,7,28.126,27.5306,0.5953,"[4, None, 3, None, 0, 2, None, 3, 1, 1]","[389, 204, 184, 195, 311]","[5.9661, 5.323, 5.2204, 5.2781, 5.743]",False,
N36,7,28.2499,27.5584,0.6915,"[4, None, 3, None, 0, 2, None, 3, 1, 2]","[389, 133, 290, 195, 311]","[5.9661, 4.8978, 5.6733, 5.2781, 5.743]",False,
S97,8,28.113,27.623,0.4901,"[4, None, 3, None, 0, 2, 0, 3, 1, 2]","[415, 133, 290, 195, 311]","[6.0307, 4.8978, 5.6733, 5.2781, 5.743]",False,
N59,8,28.2102,27.7846,0.4257,"[4, None, 3, None, 0, 2, 1, 3, 1, 2]","[389, 167, 290, 195, 311]","[5.9661, 5.124, 5.6733, 5.2781, 5.743]",False,
S189,9,28.0058,27.8149,0.1909,"[4, 0, 3, None, 0, 2, 1, 3, 1, 2]","[401, 167, 290, 195, 311]","[5.9965, 5.124, 5.6733, 5.2781, 5.743]",False,
N89,9,28.1697,27.9981,0.1716,"[4, 1, 3, None, 0, 2, 1, 3, 1, 2]","[389, 207, 290, 195, 311]","[5.9661, 5.3375, 5.6733, 5.2781, 5.743]",False,
S313,10,28.0651,28.0651,0.0,"[4, 1, 3, 0, 0, 2, 1, 3, 1, 2]","[416, 207, 290, 195, 311]","[6.0331, 5.3375, 5.6733, 5.2781, 5.743]",False,
S314,10,28.0899,28.0899,0.0,"[4, 1, 3, 1, 0, 2, 1, 3, 1, 2]","[389, 227, 290, 195, 311]","[5.9661, 5.4293, 5.6733, 5.2781, 5.743]",False,
S315,10,28.0931,28.0931,0.0,"[4, 1, 3, 2, 0, 2, 1, 3, 1, 2]","[389, 207, 319, 195, 311]","[5.9661, 5.3375, 5.7683, 5.2781, 5.743]",False,
L1,10,28.1667,28.1667,0.0,"[4, 1, 3, 3, 0, 2, 1, 3, 1, 2]","[389, 207, 290, 231, 311]","[5.9661, 5.3375, 5.6733, 5.4467, 5.743]",False,
S316,10,28.087,28.087,0.0,"[4, 1, 3, 4, 0, 2, 1, 3, 1, 2]","[389, 207, 290, 195, 340]","[5.9661, 5.3375, 5.6733, 5.2781, 5.8319]",False,
S190,9,28.0982,27.9073,0.1909,"[4, 2, 3, None, 0, 2, 1, 3, 1, 2]","[389, 167, 328, 195, 311]","[5.9661, 5.124, 5.7961, 5.2781, 5.743]",False,
S191,9,28.0657,27.8817,0.1839,"[4, 3, 3, None, 0, 2, 1, 3, 1, 2]","[389, 167, 290, 215, 311]","[5.9661, 5.124, 5.6733, 5.3753, 5.743]",False,
S192,9,28.1214,27.9304,0.1909,"[4, 4, 3, None, 0, 2, 1, 3, 1, 2]","[389, 167, 290, 195, 360]","[5.9661, 5.124, 5.6733, 5.2781, 5.8889]",False,
S98,8,28.1435,27.6534,0.4901,"[4, None, 3, None, 0, 2, 2, 3, 1, 2]","[389, 133, 319, 195, 311]","[5.9661, 4.8978, 5.7683, 5.2781, 5.743]",False,
N49,8,28.2263,27.7568,0.4695,"[4, None, 3, None, 0, 2, 3, 3, 1, 2]","[389, 133, 290, 238, 311]","[5.9661, 4.8978, 5.6733, 5.4765, 5.743]",False,
S145,9,27.991,27.7871,0.2039,"[4, 0, 3, None, 0, 2, 3, 3, 1, 2]","[401, 133, 290, 238, 311]","[5.9965, 4.8978, 5.6733, 5.4765, 5.743]",False,
N73,9,28.1916,28.018,0.1736,"[4, 1, 3, None, 0, 2, 3, 3, 1, 2]","[389, 173, 290, 238, 311]","[5.9661, 5.1591, 5.6733, 5.4765, 5.743]",False,
S246,10,28.0849,28.0849,0.0,"[4, 1, 3, 0, 0, 2, 3, 3, 1, 2]","[416, 173, 290, 238, 311]","[6.0331, 5.1591, 5.6733, 5.4765, 5.743]",False,
S247,10,28.1268,28.1268,0.0,"[4, 1, 3, 1, 0, 2, 3, 3, 1, 2]","[389, 193, 290, 238, 311]","[5.9661, 5.2679, 5.6733, 5.4765, 5.743]",False,
S248,10,28.113,28.113,0.0,"[4, 1, 3, 2, 0, 2, 3, 3, 1, 2]","[389, 173, 319, 238, 311]","[5.9661, 5.1591, 5.7683, 5.4765, 5.743]",False,
S249,10,28.1583,28.1583,0.0,"[4, 1, 3, 3, 0, 2, 3, 3, 1, 2]","[389, 173, 290, 274, 311]","[5.9661, 5.1591, 5.6733, 5.6168, 5.743]",False,
S250,10,28.1069,28.1069,0.0,"[4, 1, 3, 4, 0, 2, 3, 3, 1, 2]","[389, 173, 290, 238, 340]","[5.9661, 5.1591, 5.6733, 5.4765, 5.8319]",False,
S146,9,28.0834,27.8795,0.2039,"[4, 2, 3, None, 0, 2, 3, 3, 1, 2]","[389, 133, 328, 238, 311]","[5.9661, 4.8978, 5.7961, 5.4765, 5.743]",False,
S147,9,28.0362,27.8371,0.1991,"[4, 3, 3, None, 0, 2, 3, 3, 1, 2]","[389, 133, 290, 258, 311]","[5.9661, 4.8978, 5.6733, 5.5568, 5.743]",False,
S148,9,28.1066,27.9027,0.2039,"[4, 4, 3, None, 0, 2, 3, 3, 1, 2]","[389, 133, 290, 238, 360]","[5.9661, 4.8978, 5.6733, 5.4765, 5.8889]",False,
N90,8,28.1691,27.6791,0.4901,"[4, None, 3, None, 0, 2, 4, 3, 1, 2]","[389, 133, 290, 195, 351]","[5.9661, 4.8978, 5.6733, 5.2781, 5.8636]",False,
S317,9,27.9269,27.7094,0.2176,"[4, 0, 3, None, 0, 2, 4, 3, 1, 2]","[401, 133, 290, 195, 351]","[5.9965, 4.8978, 5.6733, 5.2781, 5.8636]",False,
S318,9,28.1275,27.9403,0.1873,"[4, 1, 3, None, 0, 2, 4, 3, 1, 2]","[389, 173, 290, 195, 351]","[5.9661, 5.1591, 5.6733, 5.2781, 5.8636]",False,
S319,9,28.0194,27.8018,0.2176,"[4, 2, 3, None, 0, 2, 4, 3, 1, 2]","[389, 133, 328, 195, 351]","[5.9661, 4.8978, 5.7961, 5.2781, 5.8636]",False,
S320,9,27.9868,27.7762,0.2106,"[4, 3, 3, None, 0, 2, 4, 3, 1, 2]","[389, 133, 290, 215, 351]","[5.9661, 4.8978, 5.6733, 5.3753, 5.8636]",False,
S321,9,28.027,27.8094,0.2176,"[4, 4, 3, None, 0, 2, 4, 3, 1, 2]","[389, 133, 290, 195, 400]","[5.9661, 4.8978, 5.6733, 5.2781, 5.994]",False,
S88,7,28.0086,27.308,0.7006,"[4, None, 3, None, 0, 2, None, 3, 1, 3]","[389, 133, 184, 239, 311]","[5.9661, 4.8978, 5.2204, 5.4806, 5.743]",False,
S89,7,27.9714,27.2651,0.7063,"[4, None, 3, None, 0, 2, None, 3, 1, 4]","[389, 133, 184, 195, 365]","[5.9661, 4.8978, 5.2204, 5.2781, 5.9026]",False,
S85,6,28.0785,26.553,1.5255,"[4, None, 3, None, 0, 2, None, 4, 1, None]","[389, 133, 184, 83, 418]","[5.9661, 4.8978, 5.2204, 4.4308, 6.0379]",False,
S24,5,28.1011,22.0113,6.0898,"[4, None, 4, None, 0, 2, None, None, 1, None]","[389, 133, 184, 0, 374]","[5.9661, 4.8978, 5.2204, 0.0, 5.9269]",False,
N10,4,28.3951,17.5585,10.8366,"[4, None, None, None, 0, 2, None, None, 2, None]","[389, 0, 346, 0, 311]","[5.9661, 0.0, 5.8493, 0.0, 5.743]",False,
S15,5,28.1048,17.7867,10.3181,"[4, None, 0, None, 0, 2, None, None, 2, None]","[489, 0, 346, 0, 311]","[6.1944, 0.0, 5.8493, 0.0, 5.743]",False,
S16,5,28.1401,21.4705,6.6696,"[4, None, 1, None, 0, 2, None, None, 2, None]","[389, 49, 346, 0, 311]","[5.9661, 3.912, 5.8493, 0.0, 5.743]",False,
S17,5,28.1365,17.8184,10.3181,"[4, None, 2, None, 0, 2, None, None, 2, None]","[389, 0, 449, 0, 311]","[5.9661, 0.0, 6.1092, 0.0, 5.743]",False,
N24,5,28.3044,21.9893,6.3151,"[4, None, 3, None, 0, 2, None, None, 2, None]","[389, 0, 346, 83, 311]","[5.9661, 0.0, 5.8493, 4.4308, 5.743]",False,
S57,6,27.8479,22.1346,5.7133,"[4, None, 3, None, 0, 2, None, 0, 2, None]","[450, 0, 346, 83, 311]","[6.1115, 0.0, 5.8493, 4.4308, 5.743]",False,
S58,6,28.0046,25.9596,2.045,"[4, None, 3, None, 0, 2, None, 1, 2, None]","[389, 52, 346, 83, 311]","[5.9661, 3.9703, 5.8493, 4.4308, 5.743]",False,
P4,6,27.8142,22.101,5.7133,"[4, None, 3, None, 0, 2, None, 2, 2, None]","[389, 0, 387, 83, 311]","[5.9661, 0.0, 5.961, 4.4308, 5.743]",True,אי-היתכנות EF1
N35,6,28.2502,22.8366,5.4136,"[4, None, 3, None, 0, 2, None, 3, 2, None]","[389, 0, 346, 195, 311]","[5.9661, 0.0, 5.8493, 5.2781, 5.743]",False,
P11,7,27.7177,23.0038,4.7138,"[4, None, 3, None, 0, 2, None, 3, 2, 0]","[460, 0, 346, 195, 311]","[6.1334, 0.0, 5.8493, 5.2781, 5.743]",True,אי-היתכנות EF1
S96,7,28.1085,27.1133,0.9953,"[4, None, 3, None, 0, 2, None, 3, 2, 1]","[389, 71, 346, 195, 311]","[5.9661, 4.2767, 5.8493, 5.2781, 5.743]",False,
P12,7,27.817,23.1032,4.7138,"[4, None, 3, None, 0, 2, None, 3, 2, 2]","[389, 0, 452, 195, 311]","[5.9661, 0.0, 6.1159, 5.2781, 5.743]",True,אי-היתכנות EF1
P13,7,27.7255,23.0391,4.6864,"[4, None, 3, None, 0, 2, None, 3, 2, 3]","[389, 0, 346, 239, 311]","[5.9661, 0.0, 5.8493, 5.4806, 5.743]",True,אי-היתכנות EF1
P14,7,27.7101,22.9962,4.7138,"[4, None, 3, None, 0, 2, None, 3, 2, 4]","[389, 0, 346, 195, 365]","[5.9661, 0.0, 5.8493, 5.2781, 5.9026]",True,אי-היתכנות EF1
S59,6,27.9974,22.2842,5.7133,"[4, None, 3, None, 0, 2, None, 4, 2, None]","[389, 0, 346, 83, 418]","[5.9661, 0.0, 5.8493, 4.4308, 6.0379]",False,
S18,5,28.0605,17.7424,10.3181,"[4, None, 4, None, 0, 2, None, None, 2, None]","[389, 0, 346, 0, 374]","[5.9661, 0.0, 5.8493, 0.0, 5.9269]",False,
N5,4,28.4784,22.0535,6.4249,"[4, None, None, None, 0, 2, None, None, 3, None]","[389, 0, 184, 167, 311]","[5.9661, 0.0, 5.2204, 5.124, 5.743]",False,
N28,5,28.2915,22.2817,6.0098,"[4, None, 0, None, 0, 2, None, None, 3, None]","[489, 0, 184, 167, 311]","[6.1944, 0.0, 5.2204, 5.124, 5.743]",False,
S71,6,27.8704,22.3991,5.4714,"[4, None, 0, None, 0, 2, None, 0, 3, None]","[550, 0, 184, 167, 311]","[6.3117, 0.0, 5.2204, 5.124, 5.743]",False,
S72,6,28.026,26.252,1.774,"[4, None, 0, None, 0, 2, None, 1, 3, None]","[489, 52, 184, 167, 311]","[6.1944, 3.9703, 5.2204, 5.124, 5.743]",False,
S73,6,27.9386,22.4819,5.4566,"[4, None, 0, None, 0, 2, None, 2, 3, None]","[489, 0, 225, 167, 311]","[6.1944, 0.0, 5.4205, 5.124, 5.743]",False,
N56,6,28.2215,22.7926,5.429,"[4, None, 0, None, 0, 2, None, 3, 3, None]","[489, 0, 184, 279, 311]","[6.1944, 0.0, 5.2204, 5.6348, 5.743]",False,
P20,7,27.6505,22.9279,4.7226,"[4, None, 0, None, 0, 2, None, 3, 3, 0]","[560, 0, 184, 279, 311]","[6.3297, 0.0, 5.2204, 5.6348, 5.743]",True,אי-היתכנות EF1
S176,7,28.0733,27.0692,1.004,"[4, None, 0, None, 0, 2, None, 3, 3, 1]","[489, 71, 184, 279, 311]","[6.1944, 4.2767, 5.2204, 5.6348, 5.743]",False,
S177,7,27.9154,23.2455,4.6699,"[4, None, 0, None, 0, 2, None, 3, 3, 2]","[489, 0, 290, 279, 311]","[6.1944, 0.0, 5.6733, 5.6348, 5.743]",False,
P21,7,27.6611,22.9385,4.7226,"[4, None, 0, None, 0, 2, None, 3, 3, 3]","[489, 0, 184, 323, 311]","[6.1944, 0.0, 5.2204, 5.7807, 5.743]",True,אי-היתכנות EF1
S178,7,27.6748,22.9522,4.7226,"[4, None, 0, None, 0, 2, None, 3, 3, 4]","[489, 0, 184, 279, 365]","[6.1944, 0.0, 5.2204, 5.6348, 5.9026]",False,
S74,6,28.048,22.5766,5.4714,"[4, None, 0, None, 0, 2, None, 4, 3, None]","[489, 0, 184, 167, 418]","[6.1944, 0.0, 5.2204, 5.124, 6.0379]",False,
N30,5,28.2695,25.9655,2.304,"[4, None, 1, None, 0, 2, None, None, 3, None]","[389, 49, 184, 167, 311]","[5.9661, 3.912, 5.2204, 5.124, 5.743]",False,
S78,6,27.9289,26.1108,1.8181,"[4, None, 1, None, 0, 2, None, 0, 3, None]","[450, 49, 184, 167, 311]","[6.1115, 3.912, 5.2204, 5.124, 5.743]",False,
S79,6,28.019,26.6784,1.3406,"[4, None, 1, None, 0, 2, None, 1, 3, None]","[389, 101, 184, 167, 311]","[5.9661, 4.625, 5.2204, 5.124, 5.743]",False,
S80,6,27.9689,26.1657,1.8033,"[4, None, 1, None, 0, 2, None, 2, 3, None]","[389, 49, 225, 167, 311]","[5.9661, 3.912, 5.4205, 5.124, 5.743]",False,
N34,6,28.2519,26.4763,1.7756,"[4, None, 1, None, 0, 2, None, 3, 3, None]","[389, 49, 184, 279, 311]","[5.9661, 3.912, 5.2204, 5.6348, 5.743]",False,
S91,7,27.8701,26.6436,1.2265,"[4, None, 1, None, 0, 2, None, 3, 3, 0]","[460, 49, 184, 279, 311]","[6.1334, 3.912, 5.2204, 5.6348, 5.743]",False,
S92,7,28.1036,27.3601,0.7436,"[4, None, 1, None, 0, 2, None, 3, 3, 1]","[389, 120, 184, 279, 311]","[5.9661, 4.7958, 5.2204, 5.6348, 5.743]",False,
S93,7,28.1031,26.9293,1.1738,"[4, None, 1, None, 0, 2, None, 3, 3, 2]","[389, 49, 290, 279, 311]","[5.9661, 3.912, 5.6733, 5.6348, 5.743]",False,
S94,7,27.8488,26.6223,1.2265,"[4, None, 1, None, 0, 2, None, 3, 3, 3]","[389, 49, 184, 323, 311]","[5.9661, 3.912, 5.2204, 5.7807, 5.743]",False,
S95,7,27.8625,26.6359,1.2265,"[4, None, 1, None, 0, 2, None, 3, 3, 4]","[389, 49, 184, 279, 365]","[5.9661, 3.912, 5.2204, 5.6348, 5.9026]",False,
S81,6,28.0785,26.2604,1.8181,"[4, None, 1, None, 0, 2, None, 4, 3, None]","[389, 49, 184, 167, 418]","[5.9661, 3.912, 5.2204, 5.124, 6.0379]",False,
N6,5,28.4506,22.4961,5.9545,"[4, None, 2, None, 0, 2, None, None, 3, None]","[389, 0, 287, 167, 311]","[5.9661, 0.0, 5.663, 5.124, 5.743]",False,
S9,6,28.0975,22.6414,5.4561,"[4, None, 2, None, 0, 2, None, 0, 3, None]","[450, 0, 287, 167, 311]","[6.1115, 0.0, 5.663, 5.124, 5.743]",False,
N51,6,28.2247,26.4664,1.7583,"[4, None, 2, None, 0, 2, None, 1, 3, None]","[389, 52, 287, 167, 311]","[5.9661, 3.9703, 5.663, 5.124, 5.743]",False,
S153,7,27.8381,26.6336,1.2044,"[4, None, 2, None, 0, 2, None, 1, 3, 0]","[460, 52, 287, 167, 311]","[6.1334, 3.9703, 5.663, 5.124, 5.743]",False,
S154,7,28.0663,27.3164,0.75,"[4, None, 2, None, 0, 2, None, 1, 3, 1]","[389, 123, 287, 167, 311]","[5.9661, 4.8203, 5.663, 5.124, 5.743]",False,
S155,7,27.9842,26.7798,1.2044,"[4, None, 2, None, 0, 2, None, 1, 3, 2]","[389, 52, 393, 167, 311]","[5.9661, 3.9703, 5.9764, 5.124, 5.743]",False,
S156,7,27.8679,26.699,1.1689,"[4, None, 2, None, 0, 2, None, 1, 3, 3]","[389, 52, 287, 211, 311]","[5.9661, 3.9703, 5.663, 5.3566, 5.743]",False,
S157,7,27.8304,26.626,1.2044,"[4, None, 2, None, 0, 2, None, 1, 3, 4]","[389, 52, 287, 167, 365]","[5.9661, 3.9703, 5.663, 5.124, 5.9026]",False,
S10,6,28.0853,22.6292,5.4561,"[4, None, 2, None, 0, 2, None, 2, 3, None]","[389, 0, 328, 167, 311]","[5.9661, 0.0, 5.7961, 5.124, 5.743]",False,
N13,6,28.3485,23.0069,5.3416,"[4, None, 2, None, 0, 2, None, 3, 3, None]","[389, 0, 287, 279, 311]","[5.9661, 0.0, 5.663, 5.6348, 5.743]",False,
S25,7,27.8445,23.1742,4.6703,"[4, None, 2, None, 0, 2, None, 3, 3, 0]","[460, 0, 287, 279, 311]","[6.1334, 0.0, 5.663, 5.6348, 5.743]",False,
